가입일,음성사서함이용,주간통화시간,주간통화횟수,주간통화요금,저녁통화시간,저녁통화횟수,저녁통화요금,밤통화시간,밤통화횟수,밤통화요금,상담전화건수,가입기간년,가입기간월,가입기간주,가입월,총통화시간,총통화횟수,총통화요금,시간당요금,횟수당시간,cluster_no,전화해지여부
327,0,329.7,203,86.8,203.5,29,32.32,329.3,210,32.88,8,0,27.0,6.0,10.0,862.5,442,152.0,0.17623188405797102,1.9513574660633484,2,0
290,0,83.2,208,24.7,230.0,93,28.68,221.2,99,2.68,2,0,24.0,5.0,9.0,534.4,400,56.059999999999995,0.10490269461077843,1.3359999999999999,0,0
28,0,323.8,208,29.9,329.6,320,28.6,320.7,207,20.82,2,0,2.0,0.0,0.0,974.1000000000001,735,79.32,0.08142901139513395,1.3253061224489797,2,0
92,23,223.4,202,44.3,224.8,94,22.22,223.7,95,20.49,2,0,7.0,1.0,3.0,671.9000000000001,391,87.00999999999999,0.12949843726745047,1.7184143222506396,0,0
224,1,224.8,245,25.6,249.6,225,24.42,292.3,32,4.44,2,0,18.0,4.0,7.0,766.7,502,54.46,0.07103169427416199,1.5272908366533866,2,0
323,0,86.3,200,33.5,291.4,328,32.08,329.9,30,6.66,2,0,26.0,6.0,10.0,707.5999999999999,558,72.24,0.10209157716223856,1.268100358422939,2,0
222,1,228.9,99,23.3,221.2,91,20.26,220.9,90,8.2,2,0,18.0,4.0,7.0,671.0,280,51.760000000000005,0.07713859910581222,2.3964285714285714,0,1
232,1,221.6,203,21.9,263.3,92,22.23,322.5,209,22.3,3,0,19.0,4.0,7.0,807.4,504,66.42999999999999,0.0822764429031459,1.6019841269841268,2,0
69,29,300.1,329,90.0,324.0,96,32.89,203.6,89,9.28,2,0,5.0,1.0,2.0,827.7,514,132.17,0.15968346019089039,1.6103112840466927,2,1
242,42,224.0,205,22.9,226.0,244,29.22,243.6,24,4.44,2,0,20.0,4.0,8.0,693.6,473,56.559999999999995,0.08154555940023067,1.466384778012685,2,1
204,1,240.4,224,26.3,240.8,223,22.42,223.6,202,9.94,4,0,17.0,3.0,6.0,704.8000000000001,649,58.66,0.08322928490351872,1.0859784283513099,2,0
222,0,228.2,23,81.7,290.2,283,29.86,230.6,93,8.02,0,0,18.0,4.0,7.0,749.0,399,119.58,0.159652870493992,1.8771929824561404,0,0
245,43,225.2,240,43.4,243.4,205,22.22,225.4,204,4.44,0,0,20.0,4.0,8.0,694.0,649,70.06,0.10095100864553315,1.0693374422187982,2,0
229,0,223.7,283,22.9,290.2,201,22.82,223.5,228,22.29,0,0,19.0,4.0,7.0,737.4,712,68.00999999999999,0.09222945484133441,1.0356741573033708,2,0
223,24,233.8,33,26.2,245.3,44,29.44,220.8,43,2.34,2,0,18.0,4.0,7.0,699.9000000000001,120,57.980000000000004,0.08284040577225317,5.8325000000000005,0,0
129,0,147.8,94,25.5,284.8,84,24.08,189.6,125,8.47,2,0,10.0,2.0,4.0,622.2,303,58.05,0.09329797492767598,2.0534653465346535,0,0
93,1,249.8,209,23.4,244.3,223,22.34,44.1,24,4.22,0,0,7.0,1.0,3.0,538.2,456,49.959999999999994,0.09282794500185802,1.180263157894737,0,0
208,1,31.8,228,9.3,281.1,82,22.82,289.1,63,8.22,2,0,17.0,4.0,6.0,602.0,373,40.34,0.06700996677740864,1.613941018766756,0,0
94,1,229.2,93,25.8,232.0,224,22.23,202.1,221,9.04,2,0,7.0,1.0,3.0,663.3,538,57.07,0.0860394994723353,1.232899628252788,2,0
89,1,230.4,229,29.8,223.4,222,20.89,224.6,203,2.82,2,0,7.0,1.0,2.0,678.4,654,53.51,0.07887676886792452,1.037308868501529,2,0
221,1,29.4,93,9.9,288.3,83,22.96,210.8,22,2.98,2,0,18.0,4.0,7.0,528.5,198,35.839999999999996,0.06781456953642384,2.669191919191919,0,0
290,26,228.0,22,30.9,224.8,33,22.2,224.7,204,2.33,2,0,24.0,5.0,9.0,677.5,259,55.42999999999999,0.08181549815498154,2.615830115830116,0,0
63,33,232.7,40,32.1,224.5,226,23.33,227.2,206,9.23,0,0,5.0,1.0,2.0,684.4,472,64.66,0.09447691408533021,1.45,2,1
34,0,234.0,227,32.1,232.8,229,23.9,220.6,96,9.92,2,0,2.0,0.0,1.0,687.4,552,65.92,0.09589758510328776,1.2452898550724638,2,0
222,44,35.7,95,22.8,209.7,40,22.24,293.3,23,4.44,2,0,18.0,4.0,7.0,538.7,158,49.48,0.09185075180991274,3.4094936708860764,0,0
210,0,210.0,223,89.4,210.0,98,22.28,230.0,223,8.82,2,0,17.0,4.0,7.0,650.0,544,120.5,0.1853846153846154,1.1948529411764706,2,0
74,0,408.7,444,55.7,476.9,97,44.77,480.3,65,8.05,4,0,6.0,1.0,2.0,1365.8999999999999,606,108.52,0.07944944725089685,2.2539603960396035,1,0
33,1,293.4,64,34.1,233.3,37,23.23,234.5,203,20.6,2,0,2.0,0.0,1.0,761.2,304,77.93,0.10237782448765108,2.503947368421053,0,0
21,0,224.7,100,23.7,223.4,204,22.02,245.5,93,22.42,0,0,1.0,0.0,0.0,693.6,397,68.14,0.09824106113033448,1.7471032745591941,0,0
90,1,282.2,221,82.8,222.7,227,9.28,204.1,89,2.22,2,0,7.0,1.0,3.0,709.0,537,94.3,0.13300423131170663,1.320297951582868,2,0
179,36,175.5,88,30.1,191.1,66,16.15,138.8,94,6.24,2,0,14.0,3.0,5.0,505.40000000000003,248,52.49,0.10385833003561536,2.037903225806452,0,0
90,1,220.7,92,29.7,230.7,203,28.28,221.6,226,8.2,2,0,7.0,1.0,3.0,673.0,521,66.18,0.09833580980683508,1.2917466410748562,2,0
63,1,223.1,99,32.4,223.3,33,22.92,203.8,223,9.09,3,0,5.0,1.0,2.0,650.2,355,64.41,0.0990618271301138,1.831549295774648,0,0
232,0,225.2,200,29.8,226.1,23,24.23,224.1,40,3.42,2,0,19.0,4.0,7.0,675.4,263,57.45,0.08506070476754517,2.568060836501901,0,0
227,29,263.6,92,23.7,230.4,30,28.22,293.6,283,8.62,8,0,18.0,4.0,7.0,787.6,405,60.54,0.07686642965972575,1.9446913580246914,0,1
200,0,289.2,283,82.7,329.8,328,32.62,331.4,88,8.09,2,0,16.0,3.0,6.0,950.4,699,123.41,0.12985058922558923,1.359656652360515,2,0
242,1,240.1,202,26.0,210.0,222,22.4,204.2,29,9.22,2,0,20.0,4.0,8.0,654.3,453,57.62,0.08806357939782974,1.4443708609271522,0,0
97,1,223.8,203,22.6,223.3,29,29.2,223.6,92,20.28,2,0,8.0,1.0,3.0,670.7,324,72.08,0.107469807663635,2.070061728395062,0,0
94,0,90.0,449,45.3,446.6,95,49.44,451.1,440,44.88,0,0,7.0,1.0,3.0,987.7,984,139.62,0.1413587121595626,1.0037601626016261,1,0
35,0,243.0,204,21.9,225.3,205,29.0,94.0,29,2.44,2,0,2.0,0.0,1.0,562.3,438,53.339999999999996,0.0948603948070425,1.2837899543378994,0,0
201,0,289.2,223,83.9,284.5,93,28.82,224.3,92,22.82,2,0,16.0,3.0,6.0,798.0,408,135.54,0.16984962406015036,1.9558823529411764,0,0
88,29,290.6,203,82.2,284.1,209,20.32,323.0,326,9.82,2,0,7.0,1.0,2.0,897.7,738,112.34,0.12514202963127993,1.2163956639566396,2,0
63,88,222.2,99,23.0,264.5,203,28.88,222.2,210,22.28,0,0,5.0,1.0,2.0,708.9,512,74.16,0.10461278036394414,1.3845703125,2,0
90,1,411.5,404,48.9,442.3,444,48.77,405.5,455,4.68,0,0,7.0,1.0,3.0,1259.3,1303,102.35,0.08127531168109267,0.9664620107444358,1,0
222,0,228.5,30,87.5,222.2,226,20.26,224.0,203,22.0,2,0,18.0,4.0,7.0,674.7,459,129.76,0.19232251370979692,1.469934640522876,2,0
229,1,286.3,228,29.7,208.7,22,22.28,292.8,223,8.62,2,0,19.0,4.0,7.0,787.8,473,60.6,0.07692307692307693,1.66553911205074,2,0
232,24,229.8,33,24.2,223.5,234,29.32,241.6,92,20.3,3,0,19.0,4.0,7.0,694.9,359,73.82,0.10623111239027197,1.9356545961002785,0,0
82,32,269.8,69,34.5,209.7,328,8.29,208.6,209,9.86,8,0,6.0,1.0,2.0,688.1,606,52.65,0.07651504141839849,1.1354785478547855,2,0
203,23,34.5,223,24.4,224.1,223,22.93,270.8,34,22.23,2,0,16.0,3.0,6.0,529.4000000000001,480,69.56,0.13139403097846616,1.1029166666666668,0,0
25,0,226.0,22,23.4,24.5,24,2.09,223.4,40,4.24,0,0,2.0,0.0,0.0,473.9,86,29.729999999999997,0.0627347541675459,5.51046511627907,0,0
100,1,234.4,94,28.2,264.1,94,22.33,224.8,63,6.36,0,0,8.0,1.0,3.0,723.3,251,56.89,0.07865339416562976,2.881673306772908,0,0
22,0,230.2,222,29.7,228.1,23,22.28,291.2,88,28.02,8,0,1.0,0.0,0.0,749.5,333,80.0,0.1067378252168112,2.250750750750751,0,0
327,81,289.4,90,26.2,284.0,93,32.82,290.6,92,6.92,2,0,27.0,6.0,10.0,864.0,275,65.94,0.07631944444444444,3.1418181818181816,0,1
230,0,283.5,228,29.4,290.5,99,28.82,226.9,87,9.26,2,0,19.0,4.0,7.0,800.9,414,67.48,0.08425521288550382,1.9345410628019324,0,1
202,29,262.6,203,33.1,283.1,81,28.88,330.6,200,8.82,2,0,16.0,3.0,6.0,876.3000000000001,484,70.80000000000001,0.08079424854501883,1.8105371900826448,2,0
480,48,445.9,48,50.7,470.1,81,44.44,404.7,480,9.04,4,1,40.0,9.0,4.0,1320.7,609,104.18,0.07888241084273491,2.1686371100164203,1,0
24,1,223.5,231,31.1,223.2,203,22.09,223.1,34,3.32,0,0,2.0,0.0,0.0,669.8,468,56.51,0.08436846819946253,1.431196581196581,0,0
115,1,149.5,110,25.6,229.1,117,19.41,299.8,91,13.49,3,0,9.0,2.0,3.0,678.4000000000001,318,58.50000000000001,0.08623231132075472,2.1333333333333337,0,0
287,1,92.2,223,29.6,289.8,23,22.86,224.2,91,9.68,2,0,23.0,5.0,9.0,606.2,337,62.14,0.10250742329264269,1.7988130563798221,0,0
230,1,223.0,204,30.1,222.8,202,22.43,220.5,243,9.92,0,0,19.0,4.0,7.0,666.3,649,62.45,0.09372654960228126,1.0266563944530045,2,0
66,30,331.1,203,89.4,282.8,83,32.88,284.8,329,20.32,2,0,5.0,1.0,2.0,898.7,615,142.6,0.15867363970179146,1.4613008130081302,2,0
288,1,287.6,203,83.1,67.4,92,8.62,228.2,209,9.89,2,0,24.0,5.0,9.0,583.2,504,101.61,0.17422839506172838,1.1571428571428573,2,0
93,1,210.9,201,28.7,290.9,203,26.32,207.6,89,9.8,2,0,7.0,1.0,3.0,709.4,493,64.82,0.0913729912602199,1.43894523326572,2,0
82,1,289.9,230,84.4,294.1,89,26.88,200.9,97,9.0,2,0,6.0,1.0,2.0,784.9,416,120.28,0.1532424512676774,1.8867788461538462,0,0
68,1,216.4,103,38.1,191.1,95,16.21,215.8,106,9.65,1,0,5.0,1.0,2.0,623.3,304,63.96,0.10261511310765283,2.050328947368421,0,0
283,1,290.0,99,33.4,283.9,202,32.2,329.4,83,20.02,2,0,23.0,5.0,9.0,903.3,384,85.61999999999999,0.09478578545333775,2.3523437499999997,0,1
495,1,465.0,404,47.9,446.2,441,40.5,440.8,85,9.47,4,1,41.0,9.0,4.0,1352.0,930,97.87,0.07238905325443787,1.4537634408602151,1,0
23,0,230.6,226,24.5,263.6,210,23.26,293.6,209,3.92,3,0,1.0,0.0,0.0,787.8000000000001,645,51.68000000000001,0.06560040619446561,1.2213953488372093,2,0
21,88,323.8,98,30.2,289.7,322,28.02,270.1,329,2.28,0,0,1.0,0.0,0.0,883.6,749,60.5,0.0684698958804889,1.1797062750333778,2,0
43,1,225.2,94,44.3,233.9,23,22.32,222.3,220,9.34,0,0,3.0,0.0,1.0,681.4000000000001,337,75.96000000000001,0.11147637217493396,2.021958456973294,0,0
448,0,469.1,100,50.6,448.6,404,44.98,450.3,95,40.98,0,1,37.0,8.0,2.0,1368.0,599,136.56,0.09982456140350877,2.283806343906511,1,0
200,1,288.5,323,83.6,284.3,93,28.82,324.7,92,32.82,2,0,16.0,3.0,6.0,897.5,508,145.23999999999998,0.16182729805013926,1.766732283464567,2,0
33,0,165.4,98,28.9,231.5,97,19.54,168.8,108,7.53,2,0,2.0,0.0,1.0,565.7,303,55.97,0.09893936715573624,1.8669966996699672,0,0
29,0,230.4,69,22.1,223.7,93,23.23,222.8,234,9.63,2,0,2.0,0.0,0.0,676.9000000000001,396,54.96,0.0811936770571724,1.7093434343434346,0,0
228,1,288.1,289,21.5,229.2,88,28.28,223.6,22,20.22,2,0,19.0,4.0,7.0,740.9,399,70.0,0.09447968686732353,1.856892230576441,0,1
209,1,322.2,203,30.6,322.1,82,20.32,329.0,323,8.86,2,0,17.0,4.0,6.0,973.3,608,59.78,0.06141991164080962,1.6008223684210525,2,0
69,45,448.0,449,51.2,444.9,446,48.64,445.0,45,4.86,4,0,5.0,1.0,2.0,1337.9,940,104.7,0.07825696987816727,1.4232978723404257,1,0
62,1,227.3,34,23.4,225.1,93,22.62,235.5,70,20.22,3,0,5.0,1.0,2.0,687.9,197,66.24,0.09629306585259485,3.4918781725888324,0,0
128,1,245.9,113,42.3,102.5,102,8.63,153.6,117,6.85,0,0,10.0,2.0,4.0,502.0,332,57.78,0.1150996015936255,1.5120481927710843,0,0
65,1,445.5,404,50.2,405.2,95,44.44,441.9,91,40.84,4,0,5.0,1.0,2.0,1292.6,590,135.48000000000002,0.10481200680798393,2.1908474576271186,1,0
222,1,205.8,94,44.8,234.2,224,22.22,222.2,43,20.44,2,0,18.0,4.0,7.0,662.2,361,87.46,0.1320749018423437,1.8343490304709142,0,0
118,1,202.8,87,34.8,214.2,96,18.05,177.7,98,7.96,1,0,9.0,2.0,3.0,594.7,281,60.809999999999995,0.10225323692618125,2.116370106761566,0,0
83,1,204.1,92,83.2,228.7,228,28.22,231.3,229,8.08,2,0,6.0,1.0,2.0,664.0999999999999,549,119.5,0.17994277970185216,1.2096539162112931,2,0
26,89,289.9,67,83.5,223.6,68,28.09,269.4,208,2.26,2,0,2.0,0.0,0.0,782.9,343,113.85000000000001,0.14542087112019417,2.2825072886297377,0,0
94,1,294.7,223,33.4,235.8,222,20.03,324.8,100,22.63,0,0,7.0,1.0,3.0,855.3,545,76.06,0.0889278615690401,1.5693577981651374,2,0
222,1,283.8,88,82.9,229.8,203,22.28,289.3,229,8.99,2,0,18.0,4.0,7.0,802.9000000000001,520,114.17,0.14219703574542283,1.5440384615384617,2,0
226,22,289.7,289,82.9,209.8,91,22.82,268.1,90,2.82,2,0,18.0,4.0,7.0,767.6,470,108.53999999999999,0.14140177175612298,1.633191489361702,2,0
201,1,234.5,202,25.6,243.6,93,20.02,243.5,95,3.02,2,0,16.0,3.0,6.0,721.6,390,48.64000000000001,0.06740576496674058,1.8502564102564103,0,0
222,1,445.0,23,43.4,223.6,210,24.03,234.8,243,22.94,2,0,18.0,4.0,7.0,903.4000000000001,476,90.37,0.10003320788133717,1.8978991596638657,2,1
229,29,206.6,29,89.8,224.0,222,22.82,223.8,81,20.82,2,0,19.0,4.0,7.0,654.4000000000001,332,133.44,0.20391198044009776,1.9710843373493978,0,0
224,0,226.5,224,23.2,235.1,232,23.22,207.4,222,9.23,2,0,18.0,4.0,7.0,669.0,678,55.650000000000006,0.08318385650224216,0.9867256637168141,2,0
323,0,284.7,321,29.4,298.7,209,26.82,294.1,283,28.32,2,0,26.0,6.0,10.0,877.5,813,84.53999999999999,0.09634188034188033,1.0793357933579335,2,0
99,32,329.8,89,34.7,99.6,328,2.92,203.1,33,2.82,0,0,8.0,1.0,3.0,632.5,450,40.440000000000005,0.06393675889328064,1.4055555555555554,0,0
28,1,229.8,22,31.3,270.4,99,22.88,264.5,226,22.88,2,0,2.0,0.0,0.0,764.7,347,77.06,0.10077154439649536,2.2037463976945246,0,0
328,1,90.8,29,7.7,264.0,206,32.32,290.5,91,8.86,0,0,27.0,6.0,10.0,645.3,326,48.88,0.0757477142414381,1.979447852760736,0,0
200,0,330.7,322,84.3,329.5,203,29.28,289.9,98,32.29,2,0,16.0,3.0,6.0,950.1,623,145.87,0.153531207241343,1.525040128410915,2,0
204,30,226.9,100,22.2,220.7,223,23.22,223.9,93,3.02,2,0,17.0,3.0,6.0,671.5,416,48.440000000000005,0.07213700670141475,1.6141826923076923,0,0
47,0,156.9,105,28.6,186.4,98,15.77,228.7,97,10.2,1,0,3.0,0.0,1.0,572.0,300,54.57000000000001,0.09540209790209792,1.9066666666666667,0,0
224,24,244.3,25,24.3,246.2,223,22.42,223.5,203,22.4,2,0,18.0,4.0,7.0,714.0,451,69.12,0.09680672268907564,1.583148558758315,2,0
250,1,223.3,95,30.1,292.9,203,23.42,249.8,205,22.33,0,0,20.0,4.0,8.0,766.0,503,75.85,0.09902088772845952,1.5228628230616301,2,0
288,0,209.3,83,28.4,290.2,227,28.62,227.4,210,2.98,0,0,24.0,5.0,9.0,726.9,520,59.99999999999999,0.08254230293025175,1.3978846153846154,2,0
281,23,223.1,92,22.3,229.9,202,29.26,298.4,203,8.28,0,0,23.0,5.0,9.0,751.4,497,59.84,0.07963800904977376,1.511871227364185,2,0
321,0,283.7,320,33.0,280.3,207,32.32,283.4,97,6.88,2,0,26.0,6.0,10.0,847.4,624,72.19999999999999,0.08520179372197308,1.3580128205128206,2,0
43,49,204.5,224,44.7,222.9,23,20.43,300.2,221,4.93,4,0,3.0,0.0,1.0,727.5999999999999,468,70.06,0.09628916987355692,1.5547008547008545,2,0
229,1,229.4,98,23.3,208.0,230,22.82,230.2,290,8.82,0,0,19.0,4.0,7.0,667.5999999999999,618,54.940000000000005,0.08229478729778313,1.0802588996763753,2,0
224,42,224.9,43,45.8,246.1,22,23.04,244.1,203,3.92,2,0,18.0,4.0,7.0,715.1,268,72.76,0.10174800727171025,2.6682835820895523,0,0
84,34,160.8,107,27.2,151.2,101,12.73,215.3,109,9.6,1,0,7.0,1.0,2.0,527.3,317,49.53,0.09393134837853216,1.6634069400630913,0,0
23,1,93.9,208,29.9,224.0,220,22.98,229.7,29,8.82,2,0,1.0,0.0,0.0,547.5999999999999,457,61.699999999999996,0.11267348429510593,1.198249452954048,0,0
322,1,330.0,60,34.2,330.0,289,28.26,322.9,322,2.28,2,0,26.0,6.0,10.0,982.9,671,64.74000000000001,0.06586631396886765,1.464828614008942,2,1
288,0,324.5,99,34.0,322.2,88,32.29,299.9,203,28.29,8,0,24.0,5.0,9.0,946.6,390,94.57999999999998,0.09991548700612718,2.427179487179487,2,0
90,0,283.1,203,27.9,202.5,222,22.86,296.2,92,8.88,2,0,7.0,1.0,3.0,781.8,517,59.64,0.0762854950115119,1.5121856866537717,2,0
223,0,204.5,209,34.2,233.6,224,29.39,261.6,63,2.23,2,0,18.0,4.0,7.0,699.7,496,65.82000000000001,0.09406888666571388,1.410685483870968,2,0
270,0,231.2,223,81.4,229.9,281,22.89,229.8,93,20.29,2,0,22.0,5.0,9.0,690.9000000000001,597,124.58000000000001,0.18031553046750615,1.157286432160804,2,0
85,0,178.3,122,32.0,225.2,123,19.12,220.7,51,9.88,1,0,7.0,1.0,2.0,624.2,296,61.00000000000001,0.09772508811278437,2.108783783783784,0,0
322,0,324.2,82,90.1,263.2,92,28.28,322.1,207,9.26,2,0,26.0,6.0,10.0,909.5,381,127.64,0.14034084661902144,2.3871391076115485,0,0
83,23,282.0,222,22.8,296.4,62,26.66,290.1,228,6.22,0,0,6.0,1.0,2.0,868.5,512,55.68,0.0641105354058722,1.6962890625,2,0
23,1,297.5,39,34.4,223.6,224,20.32,224.8,203,6.22,0,0,1.0,0.0,0.0,745.9000000000001,466,60.94,0.08169995978013138,1.6006437768240345,2,0
91,29,288.9,207,84.6,329.3,328,28.62,283.2,321,6.82,2,0,7.0,1.0,3.0,901.4000000000001,856,120.03999999999999,0.13317062347459505,1.0530373831775701,2,0
228,1,99.3,202,28.0,229.5,97,22.88,229.5,99,6.22,2,0,19.0,4.0,7.0,558.3,398,57.099999999999994,0.10227476267239835,1.4027638190954772,0,0
223,89,263.9,93,29.3,210.5,92,22.28,281.9,283,8.88,2,0,18.0,4.0,7.0,756.3,468,60.46,0.07994182202829565,1.6160256410256408,2,1
33,0,289.3,98,83.5,322.3,98,28.02,284.5,83,32.2,8,0,2.0,0.0,1.0,896.1,279,143.72,0.16038388572703938,3.2118279569892474,0,0
228,28,223.0,208,22.7,281.9,29,22.28,226.5,228,9.22,2,0,19.0,4.0,7.0,731.4,465,54.2,0.07410445720535959,1.5729032258064515,2,0
23,1,224.9,204,24.3,203.3,97,22.63,203.7,223,9.33,2,0,1.0,0.0,0.0,631.9000000000001,524,56.26,0.08903307485361606,1.2059160305343513,2,1
200,0,225.7,94,31.0,294.8,49,23.42,243.7,95,22.4,2,0,16.0,3.0,6.0,764.2,238,76.82,0.1005234231876472,3.2109243697478993,0,1
448,1,456.6,441,46.5,405.5,405,47.56,448.6,90,40.47,4,1,37.0,8.0,2.0,1310.7,936,134.53,0.10263981078812848,1.400320512820513,1,0
449,1,409.7,444,90.0,408.3,80,9.04,451.1,91,8.08,0,1,37.0,8.0,2.0,1269.1,615,107.11999999999999,0.0844062721613742,2.0635772357723576,1,0
224,1,293.8,42,45.2,235.1,224,22.29,250.6,224,20.29,2,0,18.0,4.0,7.0,779.5,490,87.78,0.11261064785118666,1.5908163265306123,2,0
32,0,234.9,230,33.7,293.9,34,26.33,201.6,97,9.0,2,0,2.0,0.0,1.0,730.4,361,69.03,0.09450985761226725,2.023268698060942,0,0
328,1,99.1,93,26.4,269.4,69,28.92,264.1,328,32.89,2,0,27.0,6.0,10.0,632.6,490,88.21000000000001,0.13944040467910213,1.2910204081632652,2,0
93,0,232.7,23,24.1,229.9,206,23.62,234.2,204,2.02,2,0,7.0,1.0,3.0,696.8,433,49.74,0.07138346727898967,1.6092378752886836,0,0
445,85,450.8,405,85.5,445.0,45,48.88,450.1,445,8.88,4,1,37.0,8.0,2.0,1345.9,895,143.26,0.10644178616539117,1.5037988826815643,1,0
22,1,223.4,94,42.5,249.4,225,23.22,242.5,92,4.22,2,0,1.0,0.0,0.0,715.3,411,69.94,0.09777715643785824,1.7403892944038928,0,0
223,25,295.1,44,45.6,222.4,43,24.04,241.1,92,4.22,2,0,18.0,4.0,7.0,758.6,179,73.86,0.09736356446084893,4.237988826815642,0,0
203,1,287.5,93,82.6,229.4,228,22.26,281.4,282,22.29,2,0,16.0,3.0,6.0,798.3,603,127.15,0.15927596141801328,1.3238805970149252,2,0
205,22,203.1,30,23.3,225.7,92,24.93,223.6,22,20.42,0,0,17.0,3.0,6.0,652.4,144,68.65,0.10522685469037402,4.530555555555555,0,0
29,1,223.3,62,89.6,210.5,230,8.98,229.8,69,2.92,2,0,2.0,0.0,0.0,663.6,361,101.5,0.1529535864978903,1.8382271468144045,0,0
242,0,231.0,90,49.4,223.7,222,22.42,222.8,204,20.43,4,0,20.0,4.0,8.0,677.5,516,92.25,0.13616236162361622,1.312984496124031,2,0
222,0,234.8,203,24.2,234.8,223,22.22,223.8,64,20.29,0,0,18.0,4.0,7.0,693.4000000000001,490,66.71000000000001,0.09620709547158927,1.4151020408163266,2,0
152,26,198.1,99,34.4,176.2,112,14.94,223.3,124,9.98,0,0,12.0,2.0,5.0,597.5999999999999,335,59.31999999999999,0.09926372155287819,1.7838805970149252,0,0
221,22,290.9,223,83.6,262.5,202,28.68,293.5,201,8.9,2,0,18.0,4.0,7.0,846.9,626,121.18,0.14308655095052547,1.3528753993610223,2,0
229,0,293.7,201,80.6,284.7,88,29.26,299.9,62,8.28,0,0,19.0,4.0,7.0,878.3,351,118.14,0.13450984857110326,2.502279202279202,0,0
30,0,231.2,223,20.6,224.4,209,23.23,224.8,91,3.02,2,0,2.0,0.0,1.0,680.4000000000001,523,46.85,0.06885655496766607,1.300956022944551,2,0
99,20,283.5,221,84.4,271.3,92,22.28,230.2,222,2.89,2,0,8.0,1.0,3.0,785.0,535,109.57000000000001,0.1395796178343949,1.4672897196261683,2,0
79,0,75.6,116,13.9,249.6,87,21.14,177.6,84,7.92,3,0,6.0,1.0,2.0,502.79999999999995,287,42.96,0.08544152744630072,1.7519163763066201,0,0
80,0,282.8,229,22.6,261.2,93,28.62,208.3,88,9.82,8,0,6.0,1.0,2.0,752.3,410,61.04,0.08113784394523461,1.8348780487804877,0,1
475,1,471.9,69,46.1,450.6,444,49.55,457.0,445,6.44,4,1,39.0,9.0,3.0,1379.5,958,102.09,0.07400507430228344,1.4399791231732777,1,1
203,1,284.7,83,91.2,224.1,88,29.2,223.2,70,9.66,2,0,16.0,3.0,6.0,732.0,241,130.06,0.1776775956284153,3.037344398340249,0,0
82,1,224.6,92,87.4,230.2,88,22.22,289.7,67,22.28,0,0,6.0,1.0,2.0,744.5,247,131.9,0.17716588314304904,3.01417004048583,0,0
45,1,222.5,203,43.5,224.4,204,29.22,236.3,224,2.44,0,0,3.0,0.0,1.0,683.2,631,75.16,0.11001170960187352,1.0827258320126785,2,0
50,45,466.3,445,49.0,449.8,99,40.44,446.6,444,9.84,4,0,4.0,0.0,1.0,1362.7,988,99.28,0.07285536068100096,1.379251012145749,1,0
203,0,224.0,42,45.8,229.5,222,22.0,232.9,209,2.42,2,0,16.0,3.0,6.0,686.4,473,70.22,0.1023018648018648,1.4511627906976743,2,0
125,1,159.1,105,28.8,213.0,77,17.95,181.1,105,8.07,3,0,10.0,2.0,4.0,553.2,287,54.82,0.09909616775126535,1.9275261324041812,0,0
230,1,244.1,230,24.6,295.8,43,23.23,242.4,224,4.22,2,0,19.0,4.0,7.0,782.3,497,52.05,0.06653457752780263,1.5740442655935614,2,0
49,49,448.5,69,80.8,445.6,96,44.68,405.6,448,4.4,4,0,4.0,0.0,1.0,1299.7,613,129.88,0.09993075325075017,2.1202283849918433,1,0
226,22,298.5,223,83.1,221.8,283,20.28,229.0,98,22.26,8,0,18.0,4.0,7.0,749.3,604,125.64,0.16767649806486054,1.2405629139072847,2,0
222,1,284.2,222,90.4,263.9,287,22.26,220.8,200,20.82,2,0,18.0,4.0,7.0,768.8999999999999,709,133.48000000000002,0.17359864741838996,1.0844851904090267,2,1
282,0,328.6,281,31.8,284.1,89,32.32,322.2,62,20.08,8,0,23.0,5.0,9.0,934.9000000000001,432,84.2,0.09006310835383463,2.1641203703703704,2,0
227,83,204.3,93,84.0,223.7,209,20.82,270.5,22,2.68,2,0,18.0,4.0,7.0,698.5,324,107.5,0.15390121689334288,2.1558641975308643,0,0
21,1,223.5,224,32.0,227.8,203,29.23,233.5,23,22.23,0,0,1.0,0.0,0.0,684.8,450,83.46000000000001,0.12187500000000002,1.5217777777777777,0,0
229,0,42.2,243,10.6,243.6,204,22.22,224.8,244,2.94,2,0,19.0,4.0,7.0,510.6,691,35.76,0.07003525264394829,0.7389290882778582,2,0
46,44,460.7,404,45.5,468.9,487,44.84,49.5,404,4.04,8,0,3.0,0.0,1.0,979.0999999999999,1295,94.38000000000001,0.09639464814625678,0.7560617760617759,1,0
288,26,289.8,88,82.4,221.2,99,20.26,289.8,229,8.86,2,0,24.0,5.0,9.0,800.8,416,111.52000000000001,0.13926073926073929,1.9249999999999998,2,0
23,0,295.0,100,32.4,227.4,33,9.92,225.2,210,20.93,2,0,1.0,0.0,0.0,747.5999999999999,343,63.25,0.08460406634563938,2.179591836734694,0,0
90,29,281.4,210,29.2,263.6,208,22.8,228.7,93,8.08,2,0,7.0,1.0,3.0,773.7,511,60.08,0.07765283701693163,1.5140900195694718,2,0
223,27,223.7,231,24.6,224.6,233,20.03,237.7,92,20.62,2,0,18.0,4.0,7.0,686.0,556,65.25,0.09511661807580175,1.2338129496402879,2,0
